timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW,Avg_U_kV,Sum_U_kV,Avg_T_s,Sum_T_s,Dust_Load_g_h,Outlet_Load_g_h,Eta,IsStandard_10,IsStandard_50,Cout_missing_flag
2024-05-01 00:30:00,124.700000,34.020000,456391.000000,57.200000,56.400000,46.700000,51.500000,213.000000,204.000000,383.000000,400.000000,50.000000,1821.200000,52.950000,211.800000,300.000000,1200.000000,15526421.820000,22819.550000,0.99853028,0,1,0
2024-05-01 00:31:00,125.200000,40.170000,476941.000000,59.000000,58.100000,48.500000,47.500000,221.000000,203.000000,397.000000,403.000000,49.700000,1814.700000,53.275000,213.100000,306.000000,1224.000000,19158719.970000,23703.967700,0.99876276,0,1,0
2024-05-01 00:32:00,124.900000,35.520000,456722.000000,57.800000,57.000000,47.600000,47.500000,213.000000,203.000000,390.000000,375.000000,50.000000,1813.500000,52.475000,209.900000,295.250000,1181.000000,16222765.440000,22836.100000,0.99859234,0,1,0
2024-05-01 00:33:00,122.500000,32.930000,462872.000000,55.500000,58.400000,48.500000,46.800000,184.000000,198.000000,401.000000,392.000000,49.700000,1851.900000,52.300000,209.200000,293.750000,1175.000000,15242374.960000,23004.738400,0.99849074,0,1,0
2024-05-01 00:34:00,127.900000,37.650000,459974.000000,58.800000,56.500000,47.100000,49.400000,220.000000,224.000000,370.000000,380.000000,49.870000,1816.300000,52.950000,211.800000,298.500000,1194.000000,17318021.100000,22938.903380,0.99867543,0,1,0
2024-05-01 00:35:00,124.900000,32.560000,463276.000000,57.700000,59.600000,51.300000,52.000000,194.000000,204.000000,395.000000,393.000000,49.990000,1929.600000,55.150000,220.600000,296.500000,1186.000000,15084266.560000,23159.167240,0.99846468,0,1,0
2024-05-01 00:36:00,125.600000,36.150000,465911.000000,58.400000,57.200000,48.000000,46.900000,202.000000,227.000000,381.000000,374.000000,50.000000,1815.500000,52.625000,210.500000,296.000000,1184.000000,16842682.650000,23295.550000,0.99861687,0,1,0
2024-05-01 00:37:00,127.200000,30.750000,465890.000000,57.000000,61.400000,47.800000,47.500000,213.000000,201.000000,402.000000,390.000000,50.000000,1859.100000,53.425000,213.700000,301.500000,1206.000000,14326117.500000,23294.500000,0.99837398,0,1,0
2024-05-01 00:38:00,121.800000,32.340000,456460.000000,56.900000,58.100000,49.000000,51.000000,210.000000,203.000000,377.000000,394.000000,50.000000,1863.700000,53.750000,215.000000,296.000000,1184.000000,14761916.400000,22823.000000,0.99845393,0,1,0
2024-05-01 00:39:00,124.600000,36.170000,453566.000000,58.500000,58.000000,50.300000,45.800000,221.000000,205.000000,398.000000,363.000000,49.820000,1830.000000,53.150000,212.600000,296.750000,1187.000000,16405482.220000,22596.658120,0.99862262,0,1,0
2024-05-01 00:40:00,124.800000,37.540000,482640.000000,57.700000,61.400000,48.200000,46.500000,203.000000,200.000000,384.000000,387.000000,50.000000,1873.200000,53.450000,213.800000,293.500000,1174.000000,18118305.600000,24132.000000,0.99866809,0,1,0
2024-05-01 00:41:00,124.900000,36.140000,458808.000000,61.600000,57.200000,47.500000,50.800000,199.000000,204.000000,385.000000,373.000000,49.300000,1905.200000,54.275000,217.100000,290.250000,1161.000000,16581321.120000,22619.234400,0.99863586,0,1,0
2024-05-01 00:42:00,125.100000,35.440000,468339.000000,59.800000,57.400000,49.900000,48.900000,207.000000,217.000000,401.000000,401.000000,50.000000,1847.700000,54.000000,216.000000,306.500000,1226.000000,16597934.160000,23416.950000,0.99858916,0,1,0
2024-05-01 00:43:00,127.500000,35.000000,449949.000000,59.300000,56.800000,51.600000,46.400000,222.000000,225.000000,381.000000,367.000000,50.000000,1826.600000,53.525000,214.100000,298.750000,1195.000000,15748215.000000,22497.450000,0.99857143,0,1,0
2024-05-01 00:44:00,126.400000,32.070000,460639.000000,57.800000,58.600000,50.900000,49.300000,218.000000,214.000000,373.000000,387.000000,50.000000,1851.100000,54.150000,216.600000,298.000000,1192.000000,14772692.730000,23031.950000,0.99844091,0,1,0
2024-05-01 00:45:00,126.800000,33.990000,461923.000000,54.100000,56.700000,46.100000,45.000000,212.000000,196.000000,392.000000,407.000000,49.710000,1741.600000,50.475000,201.900000,301.750000,1207.000000,15700762.770000,22962.192330,0.99853751,0,1,0
2024-05-01 00:46:00,125.500000,34.650000,466788.000000,56.600000,59.800000,49.600000,50.300000,227.000000,203.000000,383.000000,378.000000,49.970000,1866.500000,54.075000,216.300000,297.750000,1191.000000,16174204.200000,23325.396360,0.99855786,0,1,0
2024-05-01 00:47:00,123.300000,38.460000,441291.000000,56.900000,58.100000,48.000000,44.200000,224.000000,204.000000,374.000000,382.000000,49.630000,1779.600000,51.800000,207.200000,296.000000,1184.000000,16972051.860000,21901.272330,0.99870957,0,1,0
2024-05-01 00:48:00,122.300000,36.700000,464465.000000,57.700000,59.900000,50.700000,46.100000,220.000000,231.000000,395.000000,390.000000,49.690000,1818.000000,53.600000,214.400000,309.000000,1236.000000,17045865.500000,23079.265850,0.99864605,0,1,0
2024-05-01 00:49:00,123.100000,31.450000,454003.000000,58.100000,59.700000,51.800000,48.900000,197.000000,223.000000,394.000000,391.000000,49.210000,1887.200000,54.625000,218.500000,301.250000,1205.000000,14278394.350000,22341.487630,0.99843529,0,1,0
2024-05-01 00:50:00,126.000000,36.680000,465861.000000,59.500000,57.200000,43.400000,45.600000,220.000000,225.000000,392.000000,363.000000,50.000000,1759.700000,51.425000,205.700000,300.000000,1200.000000,17087781.480000,23293.050000,0.99863686,0,1,0
2024-05-01 00:51:00,125.500000,34.930000,455041.000000,58.800000,56.700000,48.100000,48.100000,208.000000,202.000000,397.000000,388.000000,49.780000,1831.300000,52.925000,211.700000,298.750000,1195.000000,15894582.130000,22651.940980,0.99857486,0,1,0
2024-05-01 00:52:00,125.100000,34.210000,456553.000000,60.500000,57.600000,47.200000,49.200000,206.000000,195.000000,367.000000,399.000000,50.000000,1873.200000,53.625000,214.500000,291.750000,1167.000000,15618678.130000,22827.650000,0.99853844,0,1,0
2024-05-01 00:53:00,124.900000,37.450000,461272.000000,57.600000,58.200000,46.700000,46.600000,203.000000,218.000000,382.000000,417.000000,50.000000,1798.300000,52.275000,209.100000,305.000000,1220.000000,17274636.400000,23063.600000,0.99866489,0,1,0
2024-05-01 00:54:00,128.500000,38.520000,455108.000000,58.700000,58.900000,46.300000,47.900000,209.000000,205.000000,394.000000,382.000000,50.000000,1831.500000,52.950000,211.800000,297.500000,1190.000000,17530760.160000,22755.400000,0.99870197,0,1,0
2024-05-01 00:55:00,124.200000,38.290000,459787.000000,58.900000,59.100000,47.200000,49.800000,203.000000,214.000000,403.000000,387.000000,50.000000,1842.500000,53.750000,215.000000,301.750000,1207.000000,17605244.230000,22989.350000,0.99869418,0,1,0
2024-05-01 00:56:00,126.900000,33.880000,454109.000000,58.700000,58.200000,47.500000,49.000000,213.000000,216.000000,394.000000,396.000000,50.000000,1831.000000,53.350000,213.400000,304.750000,1219.000000,15385212.920000,22705.450000,0.99852420,0,1,0
2024-05-01 00:57:00,125.500000,35.220000,449056.000000,60.800000,56.900000,47.400000,51.200000,209.000000,206.000000,405.000000,381.000000,50.000000,1879.300000,54.075000,216.300000,300.250000,1201.000000,15815752.320000,22452.800000,0.99858035,0,1,0
2024-05-01 00:58:00,125.400000,36.840000,471930.000000,59.900000,57.100000,44.100000,46.400000,213.000000,223.000000,383.000000,409.000000,49.790000,1774.900000,51.875000,207.500000,307.000000,1228.000000,17385901.200000,23497.394700,0.99864848,0,1,0
2024-05-01 00:59:00,127.300000,38.470000,453483.000000,55.600000,59.300000,48.400000,46.100000,217.000000,193.000000,384.000000,391.000000,49.700000,1821.400000,52.350000,209.400000,296.250000,1185.000000,17445491.010000,22538.105100,0.99870808,0,1,0
2024-05-01 01:00:00,127.700000,34.850000,462487.000000,58.000000,57.000000,50.200000,50.800000,207.000000,212.000000,387.000000,394.000000,49.530000,1857.900000,54.000000,216.000000,300.000000,1200.000000,16117671.950000,22906.981110,0.99857877,0,1,0
2024-05-01 01:01:00,125.200000,35.600000,470004.000000,58.200000,59.400000,47.000000,48.900000,202.000000,219.000000,390.000000,397.000000,50.000000,1841.200000,53.375000,213.500000,302.000000,1208.000000,16732142.400000,23500.200000,0.99859551,0,1,0
2024-05-01 01:02:00,126.700000,33.310000,459126.000000,62.600000,59.500000,44.900000,47.600000,187.000000,231.000000,370.000000,371.000000,50.000000,1888.900000,53.650000,214.600000,289.750000,1159.000000,15293487.060000,22956.300000,0.99849895,0,1,0
2024-05-01 01:03:00,126.100000,33.110000,457509.000000,57.600000,61.300000,48.300000,47.000000,220.000000,213.000000,391.000000,394.000000,49.250000,1832.000000,53.550000,214.200000,304.500000,1218.000000,15148122.990000,22532.318250,0.99851253,0,1,0
2024-05-01 01:04:00,125.600000,38.150000,465986.000000,56.300000,57.300000,50.300000,49.800000,212.000000,226.000000,391.000000,384.000000,49.960000,1818.500000,53.425000,213.700000,303.250000,1213.000000,17777365.900000,23280.660560,0.99869043,0,1,0
2024-05-01 01:05:00,125.900000,39.520000,473184.000000,59.200000,57.600000,48.500000,47.400000,209.000000,225.000000,384.000000,381.000000,50.000000,1816.400000,53.175000,212.700000,299.750000,1199.000000,18700231.680000,23659.200000,0.99873482,0,1,0
2024-05-01 01:06:00,124.500000,35.970000,454951.000000,59.300000,53.700000,46.700000,49.700000,225.000000,239.000000,382.000000,397.000000,50.000000,1752.400000,52.350000,209.400000,310.750000,1243.000000,16364587.470000,22747.550000,0.99860995,0,1,0
2024-05-01 01:07:00,125.100000,38.680000,463169.000000,58.100000,56.400000,46.000000,50.700000,196.000000,215.000000,394.000000,405.000000,50.000000,1826.300000,52.800000,211.200000,302.500000,1210.000000,17915376.920000,23158.450000,0.99870734,0,1,0
2024-05-01 01:08:00,124.700000,37.090000,450575.000000,57.900000,56.400000,49.600000,48.400000,212.000000,236.000000,398.000000,391.000000,50.000000,1796.600000,53.075000,212.300000,309.250000,1237.000000,16711826.750000,22528.750000,0.99865193,0,1,0
2024-05-01 01:09:00,127.000000,34.590000,461354.000000,60.200000,59.300000,47.700000,45.400000,199.000000,221.000000,393.000000,410.000000,50.000000,1838.500000,53.150000,212.600000,305.750000,1223.000000,15958234.860000,23067.700000,0.99855450,0,1,0
2024-05-01 01:10:00,125.500000,37.120000,464838.000000,56.600000,61.900000,47.100000,49.300000,219.000000,193.000000,393.000000,388.000000,50.000000,1871.500000,53.725000,214.900000,298.250000,1193.000000,17254786.560000,23241.900000,0.99865302,0,1,0
2024-05-01 01:11:00,123.700000,40.080000,457792.000000,57.600000,59.500000,46.900000,50.400000,184.000000,211.000000,391.000000,371.000000,49.720000,1887.800000,53.600000,214.400000,289.250000,1157.000000,18348303.360000,22761.418240,0.99875948,0,1,0
2024-05-01 01:12:00,124.500000,36.160000,461038.000000,57.300000,60.300000,48.600000,50.600000,221.000000,200.000000,391.000000,377.000000,49.740000,1880.500000,54.200000,216.800000,297.250000,1189.000000,16671134.080000,22932.030120,0.99862445,0,1,0
2024-05-01 01:13:00,120.800000,40.180000,453492.000000,60.500000,56.900000,48.400000,48.500000,220.000000,229.000000,399.000000,410.000000,50.000000,1806.800000,53.575000,214.300000,314.500000,1258.000000,18221308.560000,22674.600000,0.99875560,0,1,0
2024-05-01 01:14:00,124.900000,29.740000,465439.000000,58.900000,55.900000,48.300000,44.700000,200.000000,213.000000,411.000000,413.000000,50.000000,1783.000000,51.950000,207.800000,309.250000,1237.000000,13842155.860000,23271.950000,0.99831876,0,1,0
2024-05-01 01:15:00,125.700000,38.360000,473333.000000,56.200000,57.800000,46.200000,47.300000,212.000000,195.000000,409.000000,396.000000,49.760000,1797.300000,51.875000,207.500000,303.000000,1212.000000,18157053.880000,23553.050080,0.99870282,0,1,0
2024-05-01 01:16:00,125.500000,36.540000,456175.000000,56.400000,57.100000,46.100000,47.200000,200.000000,222.000000,378.000000,384.000000,49.760000,1793.700000,51.700000,206.800000,296.000000,1184.000000,16668634.500000,22699.268000,0.99863820,0,1,0
2024-05-01 01:17:00,128.600000,35.590000,460035.000000,62.100000,56.600000,46.900000,49.900000,216.000000,227.000000,366.000000,388.000000,49.950000,1843.400000,53.875000,215.500000,299.250000,1197.000000,16372645.650000,22978.748250,0.99859652,0,1,0
2024-05-01 01:18:00,126.500000,36.590000,469101.000000,60.500000,58.800000,48.800000,49.000000,221.000000,206.000000,398.000000,391.000000,49.870000,1857.000000,54.275000,217.100000,304.000000,1216.000000,17164405.590000,23394.066870,0.99863706,0,1,0
2024-05-01 01:19:00,126.500000,31.410000,474842.000000,60.000000,56.000000,49.300000,50.000000,199.000000,206.000000,392.000000,392.000000,50.000000,1881.100000,53.825000,215.300000,297.250000,1189.000000,14914787.220000,23742.100000,0.99840815,0,1,0
2024-05-01 01:20:00,123.200000,35.840000,453264.000000,58.400000,60.000000,51.100000,46.800000,196.000000,214.000000,391.000000,398.000000,50.000000,1885.500000,54.075000,216.300000,299.750000,1199.000000,16244981.760000,22663.200000,0.99860491,0,1,0
2024-05-01 01:21:00,125.200000,37.300000,463924.000000,61.400000,57.600000,46.500000,48.600000,224.000000,189.000000,396.000000,395.000000,50.000000,1853.000000,53.525000,214.100000,301.000000,1204.000000,17304365.200000,23196.200000,0.99865952,0,1,0
2024-05-01 01:22:00,125.000000,40.120000,467604.000000,56.200000,58.300000,49.600000,43.600000,234.000000,220.000000,388.000000,377.000000,50.000000,1760.500000,51.925000,207.700000,304.750000,1219.000000,18760272.480000,23380.200000,0.99875374,0,1,0
2024-05-01 01:23:00,124.500000,35.150000,464587.000000,59.900000,58.600000,44.700000,47.400000,217.000000,232.000000,372.000000,378.000000,50.000000,1808.500000,52.650000,210.600000,299.750000,1199.000000,16330233.050000,23229.350000,0.99857752,0,1,0
2024-05-01 01:24:00,124.500000,34.440000,445653.000000,57.500000,57.400000,48.900000,45.200000,218.000000,203.000000,378.000000,398.000000,49.970000,1796.000000,52.250000,209.000000,299.250000,1197.000000,15348289.320000,22269.280410,0.99854907,0,1,0
2024-05-01 01:25:00,123.000000,35.230000,469541.000000,57.900000,60.900000,45.200000,51.700000,207.000000,233.000000,378.000000,387.000000,49.590000,1850.800000,53.925000,215.700000,301.250000,1205.000000,16541929.430000,23284.538190,0.99859239,0,1,0
2024-05-01 01:26:00,123.800000,38.790000,477751.000000,59.800000,55.200000,45.700000,49.100000,213.000000,223.000000,399.000000,390.000000,49.820000,1779.000000,52.450000,209.800000,306.250000,1225.000000,18531961.290000,23801.554820,0.99871565,0,1,0
2024-05-01 01:27:00,127.100000,37.340000,466594.000000,58.100000,60.900000,49.700000,49.000000,215.000000,210.000000,414.000000,392.000000,49.370000,1863.100000,54.425000,217.700000,307.750000,1231.000000,17422619.960000,23035.745780,0.99867783,0,1,0
2024-05-01 01:28:00,125.600000,35.210000,457476.000000,57.500000,57.700000,48.500000,45.700000,209.000000,219.000000,386.000000,385.000000,50.000000,1789.900000,52.350000,209.400000,299.750000,1199.000000,16107729.960000,22873.800000,0.99857995,0,1,0
2024-05-01 01:29:00,125.000000,37.830000,461684.000000,57.400000,60.200000,47.600000,47.900000,227.000000,230.000000,423.000000,393.000000,50.000000,1776.300000,53.275000,213.100000,318.250000,1273.000000,17465505.720000,23084.200000,0.99867830,0,1,0
2024-05-01 01:30:00,125.800000,36.810000,480013.000000,54.400000,58.800000,45.400000,49.500000,213.000000,213.000000,369.000000,400.000000,49.890000,1780.300000,52.025000,208.100000,298.750000,1195.000000,17669278.530000,23947.848570,0.99864466,0,1,0
2024-05-01 01:31:00,127.500000,39.010000,473197.000000,59.900000,60.100000,48.900000,46.500000,215.000000,216.000000,385.000000,390.000000,49.750000,1851.500000,53.850000,215.400000,301.500000,1206.000000,18459414.970000,23541.550750,0.99872469,0,1,0
2024-05-01 01:32:00,125.800000,34.850000,471102.000000,56.400000,58.200000,48.400000,47.300000,209.000000,205.000000,394.000000,408.000000,50.000000,1810.400000,52.575000,210.300000,304.000000,1216.000000,16417904.700000,23555.100000,0.99856528,0,1,0
2024-05-01 01:33:00,126.600000,35.800000,468897.000000,62.100000,58.900000,49.600000,50.400000,211.000000,210.000000,361.000000,410.000000,50.000000,1916.300000,55.250000,221.000000,298.000000,1192.000000,16786512.600000,23444.850000,0.99860335,0,1,0
2024-05-01 01:34:00,124.500000,35.660000,460821.000000,57.800000,60.600000,44.700000,46.100000,226.000000,220.000000,410.000000,381.000000,50.000000,1773.500000,52.300000,209.200000,309.250000,1237.000000,16432876.860000,23041.050000,0.99859787,0,1,0
2024-05-01 01:35:00,124.900000,32.990000,464569.000000,61.000000,58.600000,49.400000,47.300000,213.000000,209.000000,383.000000,397.000000,50.000000,1873.400000,54.075000,216.300000,300.500000,1202.000000,15326131.310000,23228.450000,0.99848439,0,1,0
2024-05-01 01:36:00,126.400000,37.410000,465615.000000,54.800000,61.100000,47.100000,46.600000,213.000000,205.000000,392.000000,389.000000,49.950000,1813.400000,52.400000,209.600000,299.750000,1199.000000,17418657.150000,23257.469250,0.99866480,0,1,0
2024-05-01 01:37:00,128.700000,37.340000,470699.000000,59.900000,59.100000,48.800000,48.900000,214.000000,225.000000,397.000000,382.000000,50.000000,1858.600000,54.175000,216.700000,304.500000,1218.000000,17575900.660000,23534.950000,0.99866095,0,1,0
2024-05-01 01:38:00,128.000000,36.720000,478437.000000,60.400000,57.000000,48.100000,49.800000,207.000000,217.000000,373.000000,391.000000,49.940000,1857.800000,53.825000,215.300000,297.000000,1188.000000,17568206.640000,23893.143780,0.99863998,0,1,0
2024-05-01 01:39:00,126.700000,36.140000,475377.000000,61.000000,57.700000,46.500000,51.400000,195.000000,206.000000,421.000000,366.000000,50.000000,1893.100000,54.150000,216.600000,297.000000,1188.000000,17180124.780000,23768.850000,0.99861649,0,1,0
2024-05-01 01:40:00,126.100000,33.200000,455139.000000,55.400000,60.200000,47.400000,49.000000,230.000000,232.000000,393.000000,401.000000,50.000000,1780.600000,53.000000,212.000000,314.000000,1256.000000,15110614.800000,22756.950000,0.99849398,0,1,0
2024-05-01 01:41:00,128.000000,35.710000,468350.000000,57.000000,56.000000,46.500000,50.700000,224.000000,237.000000,388.000000,402.000000,50.000000,1762.900000,52.550000,210.200000,312.750000,1251.000000,16724778.500000,23417.500000,0.99859983,0,1,0
2024-05-01 01:42:00,127.100000,35.920000,472516.000000,59.600000,60.000000,47.200000,49.000000,226.000000,224.000000,378.000000,394.000000,50.000000,1835.900000,53.950000,215.800000,305.500000,1222.000000,16972774.720000,23625.800000,0.99860802,0,1,0
2024-05-01 01:43:00,122.500000,34.790000,471636.000000,58.700000,57.700000,46.400000,45.500000,199.000000,197.000000,394.000000,403.000000,50.000000,1826.500000,52.075000,208.300000,298.250000,1193.000000,16408216.440000,23581.800000,0.99856281,0,1,0
2024-05-01 01:44:00,124.300000,36.410000,461715.000000,59.000000,55.900000,49.000000,48.300000,229.000000,216.000000,373.000000,383.000000,49.810000,1809.700000,53.050000,212.200000,300.250000,1201.000000,16811043.150000,22998.024150,0.99863197,0,1,0
2024-05-01 01:45:00,126.400000,37.840000,490126.000000,57.700000,58.900000,46.500000,48.300000,235.000000,219.000000,393.000000,358.000000,49.870000,1796.000000,52.850000,211.400000,301.250000,1205.000000,18546367.840000,24442.583620,0.99868208,0,1,0
2024-05-01 01:46:00,123.200000,41.560000,456660.000000,61.600000,57.100000,49.300000,50.400000,224.000000,193.000000,409.000000,386.000000,50.000000,1886.800000,54.600000,218.400000,303.000000,1212.000000,18978789.600000,22833.000000,0.99879692,0,1,0
2024-05-01 01:47:00,124.600000,37.300000,458275.000000,63.700000,57.300000,54.800000,48.000000,231.000000,226.000000,406.000000,377.000000,49.960000,1885.700000,55.950000,223.800000,310.000000,1240.000000,17093657.500000,22895.419000,0.99866059,0,1,0
